Date:  12:25, Wednesday, June 10, 2015
Model name: Part1
Study name: Static 2(-Default-)
Plot type: Mesh Mesh Quality1
Result Type: Mesh


Node  ,Value  ,X (mm)  ,Y (mm)  ,Z (mm)
12770  ,0.000e+000  ,22.5  ,30  ,42.5
12771  ,0.000e+000  ,20.625  ,32.5  ,39.375
12772  ,0.000e+000  ,18.416  ,31.797  ,41.585
12773  ,0.000e+000  ,21.558  ,31.715  ,41.697
12774  ,0.000e+000  ,18.394  ,32.718  ,38.799
12775  ,0.000e+000  ,22.5  ,30  ,40
12776  ,0.000e+000  ,22.5  ,30  ,37.5
12777  ,0.000e+000  ,20  ,30  ,42.5
12778  ,0.000e+000  ,20.625  ,32.5  ,36.875
12779  ,0.000e+000  ,19.899  ,32.597  ,33.249
12780  ,0.000e+000  ,17.996  ,32.264  ,34.471
12781  ,0.000e+000  ,18.394  ,32.718  ,36.299
12782  ,0.000e+000  ,22.5  ,30  ,35
12783  ,0.000e+000  ,22.5  ,30  ,32.5
12784  ,0.000e+000  ,20  ,30  ,37.5
12785  ,0.000e+000  ,21.354  ,31.514  ,28.854
12786  ,0.000e+000  ,19.899  ,32.597  ,30.749
12787  ,0.000e+000  ,17.996  ,32.264  ,31.971
12788  ,0.000e+000  ,18.597  ,32.234  ,27.996
12789  ,0.000e+000  ,22.5  ,30  ,30
12790  ,0.000e+000  ,22.5  ,30  ,27.5
12791  ,0.000e+000  ,20  ,30  ,32.5
12792  ,0.000e+000  ,21.354  ,31.514  ,26.354
12793  ,0.000e+000  ,22.459  ,32.399  ,24.466
12794  ,0.000e+000  ,18.346  ,31.893  ,23.268
12795  ,0.000e+000  ,18.597  ,32.234  ,25.496
12796  ,0.000e+000  ,21.054  ,33.467  ,23.04
12797  ,0.000e+000  ,22.5  ,30  ,25
12798  ,0.000e+000  ,22.5  ,30  ,22.5
12799  ,0.000e+000  ,20  ,30  ,27.5
12800  ,0.000e+000  ,18.177  ,32.327  ,18.177
12801  ,0.000e+000  ,18.346  ,31.893  ,20.768
12802  ,0.000e+000  ,20.625  ,32.5  ,18.125
12803  ,0.000e+000  ,21.054  ,33.467  ,20.54
12804  ,0.000e+000  ,22.5  ,30  ,20
12805  ,0.000e+000  ,22.5  ,30  ,17.5
12806  ,0.000e+000  ,20  ,30  ,22.5
12807  ,0.000e+000  ,21.875  ,32.5  ,13.125
12808  ,0.000e+000  ,18.177  ,32.327  ,15.677
12809  ,0.000e+000  ,19.024  ,32.757  ,13.122
12810  ,0.000e+000  ,20.625  ,32.5  ,15.625
12811  ,0.000e+000  ,22.5  ,30  ,15
12812  ,0.000e+000  ,22.5  ,30  ,12.5
12813  ,0.000e+000  ,20  ,30  ,17.5
12814  ,0.000e+000  ,21.875  ,32.5  ,10.625
12815  ,0.000e+000  ,19.024  ,32.757  ,10.622
12816  ,0.000e+000  ,20.209  ,31.923  ,8.5167
12817  ,0.000e+000  ,22.5  ,30  ,10
12818  ,0.000e+000  ,22.5  ,30  ,7.5
12819  ,0.000e+000  ,20  ,30  ,12.5
12820  ,0.000e+000  ,18.913  ,31.452  ,3.867
12821  ,0.000e+000  ,21.518  ,31.59  ,4.0182
12822  ,0.000e+000  ,20.209  ,31.923  ,6.0167
12823  ,0.000e+000  ,22.5  ,30  ,5
12824  ,0.000e+000  ,20  ,30  ,7.5
12825  ,0.000e+000  ,15.916  ,31.797  ,44.085
12826  ,0.000e+000  ,13.285  ,32.217  ,45.122
12827  ,0.000e+000  ,16.624  ,31.105  ,45.878
12828  ,0.000e+000  ,15.77  ,33.358  ,45.546
12829  ,0.000e+000  ,15  ,32.5  ,47.5
12830  ,0.000e+000  ,17.5  ,30  ,45
12831  ,0.000e+000  ,17.5  ,30  ,42.5
12832  ,0.000e+000  ,15.916  ,31.797  ,41.585
12833  ,0.000e+000  ,13.285  ,32.217  ,42.622
12834  ,0.000e+000  ,13.125  ,32.5  ,39.375
12835  ,0.000e+000  ,15.894  ,32.718  ,38.799
12836  ,0.000e+000  ,17.5  ,30  ,40
12837  ,0.000e+000  ,17.5  ,30  ,37.5
12838  ,0.000e+000  ,15  ,30  ,42.5
12839  ,0.000e+000  ,13.125  ,32.5  ,34.375
12840  ,0.000e+000  ,13.125  ,32.5  ,36.875
12841  ,0.000e+000  ,15.496  ,32.264  ,34.471
12842  ,0.000e+000  ,15.894  ,32.718  ,36.299
12843  ,0.000e+000  ,17.5  ,30  ,35
12844  ,0.000e+000  ,17.5  ,30  ,32.5
12845  ,0.000e+000  ,15  ,30  ,37.5
12846  ,0.000e+000  ,13.125  ,32.5  ,31.875
12847  ,0.000e+000  ,14.271  ,32.141  ,29.196
12848  ,0.000e+000  ,17.399  ,32.597  ,30.749
12849  ,0.000e+000  ,15.496  ,32.264  ,31.971
12850  ,0.000e+000  ,16.097  ,32.234  ,27.996
12851  ,0.000e+000  ,17.5  ,30  ,30
12852  ,0.000e+000  ,17.5  ,30  ,27.5
12853  ,0.000e+000  ,15  ,30  ,32.5
12854  ,0.000e+000  ,13.19  ,32.336  ,24.293
12855  ,0.000e+000  ,14.271  ,32.141  ,26.696
12856  ,0.000e+000  ,15.846  ,31.893  ,23.268
12857  ,0.000e+000  ,16.097  ,32.234  ,25.496
12858  ,0.000e+000  ,17.5  ,30  ,25
12859  ,0.000e+000  ,17.5  ,30  ,22.5
12860  ,0.000e+000  ,15  ,30  ,27.5
12861  ,0.000e+000  ,13.19  ,32.336  ,21.793
12862  ,0.000e+000  ,15.677  ,32.327  ,18.177
12863  ,0.000e+000  ,13.164  ,32.517  ,19.247
12864  ,0.000e+000  ,15.846  ,31.893  ,20.768
12865  ,0.000e+000  ,17.5  ,30  ,20
12866  ,0.000e+000  ,17.5  ,30  ,17.5
12867  ,0.000e+000  ,15  ,30  ,22.5
12868  ,0.000e+000  ,15.677  ,32.327  ,15.677
12869  ,0.000e+000  ,16.524  ,32.757  ,13.122
12870  ,0.000e+000  ,13.164  ,32.517  ,16.747
12871  ,0.000e+000  ,14.317  ,32.309  ,12.777
12872  ,0.000e+000  ,17.5  ,30  ,15
12873  ,0.000e+000  ,17.5  ,30  ,12.5
12874  ,0.000e+000  ,15  ,30  ,17.5
12875  ,0.000e+000  ,16.524  ,32.757  ,10.622
12876  ,0.000e+000  ,17.709  ,31.923  ,8.5167
12877  ,0.000e+000  ,14.317  ,32.309  ,10.277
12878  ,0.000e+000  ,17.5  ,30  ,10
12879  ,0.000e+000  ,17.5  ,30  ,7.5
12880  ,0.000e+000  ,15  ,30  ,12.5
12881  ,0.000e+000  ,16.413  ,31.452  ,3.867
12882  ,0.000e+000  ,13.586  ,32.356  ,4.7152
12883  ,0.000e+000  ,17.709  ,31.923  ,6.0167
12884  ,0.000e+000  ,14.317  ,32.309  ,7.7767
12885  ,0.000e+000  ,17.5  ,30  ,5
12886  ,0.000e+000  ,15  ,30  ,7.5
12887  ,0.000e+000  ,8.4594  ,32.279  ,43.475
12888  ,0.000e+000  ,10.785  ,32.217  ,45.122
12889  ,0.000e+000  ,7.5  ,32.5  ,47.5
12890  ,0.000e+000  ,12.5  ,30  ,45
12891  ,0.000e+000  ,12.5  ,30  ,42.5
12892  ,0.000e+000  ,8.0411  ,32.456  ,38.32
12893  ,0.000e+000  ,8.4594  ,32.279  ,40.975
12894  ,0.000e+000  ,10.785  ,32.217  ,42.622
12895  ,0.000e+000  ,10.625  ,32.5  ,39.375
12896  ,0.000e+000  ,12.5  ,30  ,40
12897  ,0.000e+000  ,12.5  ,30  ,37.5
12898  ,0.000e+000  ,10  ,30  ,42.5
12899  ,0.000e+000  ,10.625  ,32.5  ,34.375
12900  ,0.000e+000  ,7.4481  ,32.14  ,33.981
12901  ,0.000e+000  ,8.0411  ,32.456  ,35.82
12902  ,0.000e+000  ,10.625  ,32.5  ,36.875
12903  ,0.000e+000  ,12.5  ,30  ,35
12904  ,0.000e+000  ,12.5  ,30  ,32.5
12905  ,0.000e+000  ,10  ,30  ,37.5
12906  ,0.000e+000  ,10.625  ,32.5  ,31.875
12907  ,0.000e+000  ,7.4481  ,32.14  ,31.481
12908  ,0.000e+000  ,11.771  ,32.141  ,29.196
12909  ,0.000e+000  ,7.5772  ,32.252  ,29.285
12910  ,0.000e+000  ,12.5  ,30  ,30
12911  ,0.000e+000  ,12.5  ,30  ,27.5
12912  ,0.000e+000  ,10  ,30  ,32.5
12913  ,0.000e+000  ,10.69  ,32.336  ,24.293
12914  ,0.000e+000  ,11.771  ,32.141  ,26.696
12915  ,0.000e+000  ,8.3043  ,32.734  ,24.178
12916  ,0.000e+000  ,7.5772  ,32.252  ,26.785
12917  ,0.000e+000  ,12.5  ,30  ,25
12918  ,0.000e+000  ,12.5  ,30  ,22.5
12919  ,0.000e+000  ,10  ,30  ,27.5
12920  ,0.000e+000  ,10.69  ,32.336  ,21.793
12921  ,0.000e+000  ,10.664  ,32.517  ,19.247
12922  ,0.000e+000  ,8.3043  ,32.734  ,21.678
12923  ,0.000e+000  ,8.2182  ,32.498  ,19.502
12924  ,0.000e+000  ,12.5  ,30  ,20
12925  ,0.000e+000  ,12.5  ,30  ,17.5
12926  ,0.000e+000  ,10  ,30  ,22.5
12927  ,0.000e+000  ,10.664  ,32.517  ,16.747
12928  ,0.000e+000  ,8.2182  ,32.498  ,17.002
12929  ,0.000e+000  ,11.817  ,32.309  ,12.777
12930  ,0.000e+000  ,8.1733  ,32.529  ,14.696
12931  ,0.000e+000  ,8.4908  ,31.698  ,13.047
12932  ,0.000e+000  ,12.5  ,30  ,15
12933  ,0.000e+000  ,12.5  ,30  ,12.5
12934  ,0.000e+000  ,10  ,30  ,17.5
12935  ,0.000e+000  ,11.086  ,32.356  ,7.2152
12936  ,0.000e+000  ,11.817  ,32.309  ,10.277
12937  ,0.000e+000  ,8.8357  ,32.163  ,7.7203
12938  ,0.000e+000  ,8.4908  ,31.698  ,10.547
12939  ,0.000e+000  ,12.5  ,30  ,10
12940  ,0.000e+000  ,12.5  ,30  ,7.5
12941  ,0.000e+000  ,10  ,30  ,12.5
12942  ,0.000e+000  ,11.086  ,32.356  ,4.7152
12943  ,0.000e+000  ,8.8357  ,32.163  ,5.2203
12944  ,0.000e+000  ,12.5  ,30  ,5
12945  ,0.000e+000  ,10  ,30  ,7.5
12946  ,0.000e+000  ,3.3731  ,31.669  ,45.798
12947  ,0.000e+000  ,3.368  ,31.887  ,43.295
12948  ,0.000e+000  ,5.9594  ,32.279  ,43.475
12949  ,0.000e+000  ,4.0446  ,33.385  ,45.494
12950  ,0.000e+000  ,5  ,32.5  ,47.5
12951  ,0.000e+000  ,7.5  ,30  ,45
12952  ,0.000e+000  ,7.5  ,30  ,42.5
12953  ,0.000e+000  ,3.3359  ,31.809  ,38.328
12954  ,0.000e+000  ,5.5411  ,32.456  ,38.32
12955  ,0.000e+000  ,3.368  ,31.887  ,40.795
12956  ,0.000e+000  ,5.9594  ,32.279  ,40.975
12957  ,0.000e+000  ,7.5  ,30  ,40
12958  ,0.000e+000  ,7.5  ,30  ,37.5
12959  ,0.000e+000  ,5  ,30  ,42.5
12960  ,0.000e+000  ,3.3359  ,31.809  ,35.828
12961  ,0.000e+000  ,4.9481  ,32.14  ,33.981
12962  ,0.000e+000  ,5.5411  ,32.456  ,35.82
12963  ,0.000e+000  ,7.5  ,30  ,35
12964  ,0.000e+000  ,7.5  ,30  ,32.5
12965  ,0.000e+000  ,5  ,30  ,37.5
12966  ,0.000e+000  ,4.9481  ,32.14  ,31.481
12967  ,0.000e+000  ,5.0772  ,32.252  ,29.285
12968  ,0.000e+000  ,7.5  ,30  ,30
12969  ,0.000e+000  ,7.5  ,30  ,27.5
12970  ,0.000e+000  ,5  ,30  ,32.5
12971  ,0.000e+000  ,5.8043  ,32.734  ,24.178
12972  ,0.000e+000  ,2.9678  ,32.185  ,23.198
12973  ,0.000e+000  ,5.0772  ,32.252  ,26.785
12974  ,0.000e+000  ,2.3009  ,32.437  ,26.057
12975  ,0.000e+000  ,3.9099  ,33.74  ,24.768
12976  ,0.000e+000  ,7.5  ,30  ,25
12977  ,0.000e+000  ,7.5  ,30  ,22.5
12978  ,0.000e+000  ,5  ,30  ,27.5
12979  ,0.000e+000  ,5.8043  ,32.734  ,21.678
12980  ,0.000e+000  ,4.1159  ,31.736  ,19.116
12981  ,0.000e+000  ,5.7182  ,32.498  ,19.502
12982  ,0.000e+000  ,2.9678  ,32.185  ,20.698
12983  ,0.000e+000  ,7.5  ,30  ,20
12984  ,0.000e+000  ,7.5  ,30  ,17.5
12985  ,0.000e+000  ,5  ,30  ,22.5
12986  ,0.000e+000  ,2.3351  ,32.411  ,15.203
12987  ,0.000e+000  ,4.1159  ,31.736  ,16.616
12988  ,0.000e+000  ,5.7182  ,32.498  ,17.002
12989  ,0.000e+000  ,3.7  ,32.054  ,12.761
12990  ,0.000e+000  ,5.6733  ,32.529  ,14.696
12991  ,0.000e+000  ,5.9908  ,31.698  ,13.047
12992  ,0.000e+000  ,7.5  ,30  ,15
12993  ,0.000e+000  ,7.5  ,30  ,12.5
12994  ,0.000e+000  ,5  ,30  ,17.5
12995  ,0.000e+000  ,6.3357  ,32.163  ,7.7203
12996  ,0.000e+000  ,3.7  ,32.054  ,10.261
12997  ,0.000e+000  ,5.9908  ,31.698  ,10.547
12998  ,0.000e+000  ,7.5  ,30  ,10
12999  ,0.000e+000  ,7.5  ,30  ,7.5
13000  ,0.000e+000  ,5  ,30  ,12.5
13001  ,0.000e+000  ,4.1751  ,31.675  ,4.1846
13002  ,0.000e+000  ,6.3357  ,32.163  ,5.2203
13003  ,0.000e+000  ,3.7  ,32.054  ,7.7609
13004  ,0.000e+000  ,7.5  ,30  ,5
13005  ,0.000e+000  ,5  ,30  ,7.5
13006  ,0.000e+000  ,-43.665  ,31.7  ,45.772
13007  ,0.000e+000  ,-43.267  ,31.924  ,44.126
13008  ,0.000e+000  ,-45.885  ,31.614  ,45.762
13009  ,0.000e+000  ,-45.901  ,31.713  ,44.155
13010  ,0.000e+000  ,-43.267  ,31.924  ,41.626
13011  ,0.000e+000  ,-44.913  ,32.458  ,39.787
13012  ,0.000e+000  ,-45.901  ,31.713  ,41.655
13013  ,0.000e+000  ,-46.181  ,31.86  ,38.603
13014  ,0.000e+000  ,-43.85  ,32.071  ,38.177
13015  ,0.000e+000  ,-45  ,30  ,42.5
13016  ,0.000e+000  ,-43.125  ,32.5  ,33.125
13017  ,0.000e+000  ,-46.839  ,32.491  ,34.351
13018  ,0.000e+000  ,-46.181  ,31.86  ,36.103
13019  ,0.000e+000  ,-43.85  ,32.071  ,35.677
13020  ,0.000e+000  ,-45  ,30  ,37.5
13021  ,0.000e+000  ,-45.107  ,32.442  ,27.949
13022  ,0.000e+000  ,-43.125  ,32.5  ,30.625
13023  ,0.000e+000  ,-46.839  ,32.491  ,31.851
13024  ,0.000e+000  ,-46.63  ,32.548  ,28.917
13025  ,0.000e+000  ,-45  ,30  ,32.5
13026  ,0.000e+000  ,-43.893  ,31.627  ,23.785
13027  ,0.000e+000  ,-45.107  ,32.442  ,25.449
13028  ,0.000e+000  ,-46.63  ,32.548  ,26.417
13029  ,0.000e+000  ,-45.168  ,32.998  ,23.208
13030  ,0.000e+000  ,-45  ,30  ,27.5
13031  ,0.000e+000  ,-42.17  ,32.362  ,19.974
13032  ,0.000e+000  ,-43.893  ,31.627  ,21.285
13033  ,0.000e+000  ,-43.171  ,32.375  ,18.227
13034  ,0.000e+000  ,-45.651  ,32.617  ,18.165
13035  ,0.000e+000  ,-45.168  ,32.998  ,20.708
13036  ,0.000e+000  ,-45  ,30  ,22.5
13037  ,0.000e+000  ,-43.171  ,32.375  ,15.727
13038  ,0.000e+000  ,-43.125  ,32.5  ,13.125
13039  ,0.000e+000  ,-45.848  ,32.409  ,13.469
13040  ,0.000e+000  ,-45.651  ,32.617  ,15.665
13041  ,0.000e+000  ,-45  ,30  ,17.5
13042  ,0.000e+000  ,-43.125  ,32.5  ,10.625
13043  ,0.000e+000  ,-43.333  ,31.667  ,8.3333
13044  ,0.000e+000  ,-45.91  ,31.817  ,8.4177
13045  ,0.000e+000  ,-45.848  ,32.409  ,10.969
13046  ,0.000e+000  ,-45  ,30  ,12.5
13047  ,0.000e+000  ,-43.359  ,31.702  ,4.2105
13048  ,0.000e+000  ,-43.333  ,31.667  ,5.8333
13049  ,0.000e+000  ,-45.91  ,31.817  ,5.9177
13050  ,0.000e+000  ,-45.885  ,31.632  ,4.2193
13051  ,0.000e+000  ,-45  ,30  ,7.5
13052  ,0.000e+000  ,-41.165  ,31.7  ,45.772
13053  ,0.000e+000  ,-38.835  ,31.728  ,45.8
13054  ,0.000e+000  ,-40.767  ,31.924  ,44.126
13055  ,0.000e+000  ,-38.383  ,31.818  ,43.97
13056  ,0.000e+000  ,-42.5  ,30  ,45
13057  ,0.000e+000  ,-40.767  ,31.924  ,41.626
13058  ,0.000e+000  ,-38.383  ,31.818  ,41.47
13059  ,0.000e+000  ,-42.413  ,32.458  ,39.787
13060  ,0.000e+000  ,-41.35  ,32.071  ,38.177
13061  ,0.000e+000  ,-39.334  ,32.159  ,39.772
13062  ,0.000e+000  ,-42.5  ,30  ,42.5
13063  ,0.000e+000  ,-42.5  ,30  ,40
13064  ,0.000e+000  ,-40  ,30  ,42.5
13065  ,0.000e+000  ,-40.625  ,32.5  ,33.125
13066  ,0.000e+000  ,-38.125  ,32.5  ,33.125
13067  ,0.000e+000  ,-37.967  ,32.57  ,35.805
13068  ,0.000e+000  ,-41.35  ,32.071  ,35.677
13069  ,0.000e+000  ,-39.334  ,32.159  ,37.272
13070  ,0.000e+000  ,-42.5  ,30  ,37.5
13071  ,0.000e+000  ,-42.5  ,30  ,35
13072  ,0.000e+000  ,-40  ,30  ,37.5
13073  ,0.000e+000  ,-42.607  ,32.442  ,27.949
13074  ,0.000e+000  ,-40.625  ,32.5  ,30.625
13075  ,0.000e+000  ,-38.125  ,32.5  ,30.625
13076  ,0.000e+000  ,-39.375  ,32.5  ,28.75
13077  ,0.000e+000  ,-42.5  ,30  ,32.5
13078  ,0.000e+000  ,-42.5  ,30  ,30
13079  ,0.000e+000  ,-40  ,30  ,32.5
13080  ,0.000e+000  ,-38.495  ,32.185  ,24.246
13081  ,0.000e+000  ,-41.393  ,31.627  ,23.785
13082  ,0.000e+000  ,-42.607  ,32.442  ,25.449
13083  ,0.000e+000  ,-39.375  ,32.5  ,26.25
13084  ,0.000e+000  ,-42.5  ,30  ,27.5
13085  ,0.000e+000  ,-42.5  ,30  ,25
13086  ,0.000e+000  ,-40  ,30  ,27.5
13087  ,0.000e+000  ,-39.67  ,32.362  ,19.974
13088  ,0.000e+000  ,-38.495  ,32.185  ,21.746
13089  ,0.000e+000  ,-41.393  ,31.627  ,21.285
13090  ,0.000e+000  ,-40.671  ,32.375  ,18.227
13091  ,0.000e+000  ,-38.125  ,32.5  ,18.125
13092  ,0.000e+000  ,-42.5  ,30  ,22.5
13093  ,0.000e+000  ,-42.5  ,30  ,20
13094  ,0.000e+000  ,-40  ,30  ,22.5
13095  ,0.000e+000  ,-40.671  ,32.375  ,15.727
13096  ,0.000e+000  ,-40.625  ,32.5  ,13.125
13097  ,0.000e+000  ,-38.125  ,32.5  ,13.125
13098  ,0.000e+000  ,-38.125  ,32.5  ,15.625
13099  ,0.000e+000  ,-42.5  ,30  ,17.5
13100  ,0.000e+000  ,-42.5  ,30  ,15
13101  ,0.000e+000  ,-40  ,30  ,17.5
13102  ,0.000e+000  ,-40.625  ,32.5  ,10.625
13103  ,0.000e+000  ,-38.125  ,32.5  ,10.625
13104  ,0.000e+000  ,-40.833  ,31.667  ,8.3333
13105  ,0.000e+000  ,-38.333  ,31.667  ,8.3333
13106  ,0.000e+000  ,-42.5  ,30  ,12.5
13107  ,0.000e+000  ,-42.5  ,30  ,10
13108  ,0.000e+000  ,-40  ,30  ,12.5
13109  ,0.000e+000  ,-38.359  ,31.702  ,4.2105
13110  ,0.000e+000  ,-40.859  ,31.702  ,4.2105
13111  ,0.000e+000  ,-40.833  ,31.667  ,5.8333
13112  ,0.000e+000  ,-38.333  ,31.667  ,5.8333
13113  ,0.000e+000  ,-42.5  ,30  ,7.5
13114  ,0.000e+000  ,-42.5  ,30  ,5
13115  ,0.000e+000  ,-40  ,30  ,7.5
13116  ,0.000e+000  ,-36.335  ,31.728  ,45.8
13117  ,0.000e+000  ,-33.665  ,31.7  ,45.772
13118  ,0.000e+000  ,-35.883  ,31.818  ,43.97
13119  ,0.000e+000  ,-33.32  ,31.959  ,44.004
13120  ,0.000e+000  ,-37.5  ,30  ,45
13121  ,0.000e+000  ,-35.883  ,31.818  ,41.47
13122  ,0.000e+000  ,-33.125  ,32.5  ,38.125
13123  ,0.000e+000  ,-33.32  ,31.959  ,41.504
13124  ,0.000e+000  ,-35.467  ,32.57  ,38.305
13125  ,0.000e+000  ,-36.834  ,32.159  ,39.772
13126  ,0.000e+000  ,-37.5  ,30  ,42.5
13127  ,0.000e+000  ,-37.5  ,30  ,40
13128  ,0.000e+000  ,-35  ,30  ,42.5
13129  ,0.000e+000  ,-33.125  ,32.5  ,33.125
13130  ,0.000e+000  ,-35.625  ,32.5  ,33.125
13131  ,0.000e+000  ,-33.125  ,32.5  ,35.625
13132  ,0.000e+000  ,-35.467  ,32.57  ,35.805
13133  ,0.000e+000  ,-36.834  ,32.159  ,37.272
13134  ,0.000e+000  ,-37.5  ,30  ,37.5
13135  ,0.000e+000  ,-37.5  ,30  ,35
13136  ,0.000e+000  ,-35  ,30  ,37.5
13137  ,0.000e+000  ,-33.125  ,32.5  ,30.625
13138  ,0.000e+000  ,-35.625  ,32.5  ,30.625
13139  ,0.000e+000  ,-36.875  ,32.5  ,28.75
13140  ,0.000e+000  ,-33.395  ,32.774  ,28.181
13141  ,0.000e+000  ,-37.5  ,30  ,32.5
13142  ,0.000e+000  ,-37.5  ,30  ,30
13143  ,0.000e+000  ,-35  ,30  ,32.5
13144  ,0.000e+000  ,-35.995  ,32.185  ,24.246
13145  ,0.000e+000  ,-36.875  ,32.5  ,26.25
13146  ,0.000e+000  ,-33.395  ,32.774  ,25.681
13147  ,0.000e+000  ,-33.365  ,32.504  ,23.038
13148  ,0.000e+000  ,-37.5  ,30  ,27.5
13149  ,0.000e+000  ,-37.5  ,30  ,25
13150  ,0.000e+000  ,-35  ,30  ,27.5
13151  ,0.000e+000  ,-37.17  ,32.362  ,19.974
13152  ,0.000e+000  ,-35.995  ,32.185  ,21.746
13153  ,0.000e+000  ,-33.194  ,32.538  ,18.043
13154  ,0.000e+000  ,-35.625  ,32.5  ,18.125
13155  ,0.000e+000  ,-33.365  ,32.504  ,20.538
13156  ,0.000e+000  ,-37.5  ,30  ,22.5
13157  ,0.000e+000  ,-37.5  ,30  ,20
13158  ,0.000e+000  ,-35  ,30  ,22.5
13159  ,0.000e+000  ,-33.125  ,32.5  ,13.125
13160  ,0.000e+000  ,-35.625  ,32.5  ,13.125
13161  ,0.000e+000  ,-33.194  ,32.538  ,15.543
13162  ,0.000e+000  ,-35.625  ,32.5  ,15.625
13163  ,0.000e+000  ,-37.5  ,30  ,17.5
13164  ,0.000e+000  ,-37.5  ,30  ,15
13165  ,0.000e+000  ,-35  ,30  ,17.5
13166  ,0.000e+000  ,-33.125  ,32.5  ,10.625
13167  ,0.000e+000  ,-35.625  ,32.5  ,10.625
13168  ,0.000e+000  ,-35.833  ,31.667  ,8.3333
13169  ,0.000e+000  ,-33.333  ,31.667  ,8.3334
13170  ,0.000e+000  ,-37.5  ,30  ,12.5
13171  ,0.000e+000  ,-37.5  ,30  ,10
13172  ,0.000e+000  ,-35  ,30  ,12.5
13173  ,0.000e+000  ,-35.859  ,31.702  ,4.2105
13174  ,0.000e+000  ,-35.833  ,31.667  ,5.8333
13175  ,0.000e+000  ,-33.333  ,31.667  ,5.8334
13176  ,0.000e+000  ,-33.359  ,31.702  ,4.2105
13177  ,0.000e+000  ,-37.5  ,30  ,7.5
13178  ,0.000e+000  ,-37.5  ,30  ,5
13179  ,0.000e+000  ,-35  ,30  ,7.5
13180  ,0.000e+000  ,-28.874  ,31.734  ,45.807
13181  ,0.000e+000  ,-31.165  ,31.7  ,45.772
13182  ,0.000e+000  ,-30.82  ,31.959  ,44.004
13183  ,0.000e+000  ,-28.33  ,31.811  ,44.172
13184  ,0.000e+000  ,-32.5  ,30  ,45
13185  ,0.000e+000  ,-30.625  ,32.5  ,38.125
13186  ,0.000e+000  ,-30.82  ,31.959  ,41.504
13187  ,0.000e+000  ,-28.33  ,31.811  ,41.672
13188  ,0.000e+000  ,-28.252  ,32.545  ,39.355
13189  ,0.000e+000  ,-32.5  ,30  ,42.5
13190  ,0.000e+000  ,-32.5  ,30  ,40
13191  ,0.000e+000  ,-30  ,30  ,42.5
13192  ,0.000e+000  ,-30.625  ,32.5  ,33.125
13193  ,0.000e+000  ,-27.005  ,32.37  ,34.336
13194  ,0.000e+000  ,-29.23  ,33.74  ,34.23
13195  ,0.000e+000  ,-30.625  ,32.5  ,35.625
13196  ,0.000e+000  ,-28.252  ,32.545  ,36.855
13197  ,0.000e+000  ,-28.268  ,32.478  ,32.464
13198  ,0.000e+000  ,-32.5  ,30  ,37.5
13199  ,0.000e+000  ,-32.5  ,30  ,35
13200  ,0.000e+000  ,-30  ,30  ,37.5
13201  ,0.000e+000  ,-30.625  ,32.5  ,30.625
13202  ,0.000e+000  ,-30.895  ,32.774  ,28.181
13203  ,0.000e+000  ,-28.268  ,32.478  ,29.964
13204  ,0.000e+000  ,-32.5  ,30  ,32.5
13205  ,0.000e+000  ,-32.5  ,30  ,30
13206  ,0.000e+000  ,-30  ,30  ,32.5
13207  ,0.000e+000  ,-30.895  ,32.774  ,25.681
13208  ,0.000e+000  ,-28.268  ,32.478  ,27.464
13209  ,0.000e+000  ,-27.52  ,32.273  ,24.028
13210  ,0.000e+000  ,-30.865  ,32.504  ,23.038
13211  ,0.000e+000  ,-28.634  ,33.675  ,25.485
13212  ,0.000e+000  ,-32.5  ,30  ,27.5
13213  ,0.000e+000  ,-32.5  ,30  ,25
13214  ,0.000e+000  ,-30  ,30  ,27.5
13215  ,0.000e+000  ,-30.694  ,32.538  ,18.043
13216  ,0.000e+000  ,-28.149  ,32.398  ,18.333
13217  ,0.000e+000  ,-27.52  ,32.273  ,21.528
13218  ,0.000e+000  ,-30.865  ,32.504  ,20.538
13219  ,0.000e+000  ,-32.5  ,30  ,22.5
13220  ,0.000e+000  ,-32.5  ,30  ,20
13221  ,0.000e+000  ,-30  ,30  ,22.5
13222  ,0.000e+000  ,-28.125  ,32.5  ,13.125
13223  ,0.000e+000  ,-30.625  ,32.5  ,13.125
13224  ,0.000e+000  ,-30.694  ,32.538  ,15.543
13225  ,0.000e+000  ,-28.149  ,32.398  ,15.833
13226  ,0.000e+000  ,-32.5  ,30  ,17.5
13227  ,0.000e+000  ,-32.5  ,30  ,15
13228  ,0.000e+000  ,-30  ,30  ,17.5
13229  ,0.000e+000  ,-28.125  ,32.5  ,10.625
13230  ,0.000e+000  ,-28.333  ,31.666  ,8.3336
13231  ,0.000e+000  ,-30.625  ,32.5  ,10.625
13232  ,0.000e+000  ,-30.833  ,31.667  ,8.3334
13233  ,0.000e+000  ,-32.5  ,30  ,12.5
13234  ,0.000e+000  ,-32.5  ,30  ,10
13235  ,0.000e+000  ,-30  ,30  ,12.5
13236  ,0.000e+000  ,-28.359  ,31.702  ,4.2105
13237  ,0.000e+000  ,-28.333  ,31.666  ,5.8336
13238  ,0.000e+000  ,-30.833  ,31.667  ,5.8334
13239  ,0.000e+000  ,-30.859  ,31.702  ,4.2105
13240  ,0.000e+000  ,-32.5  ,30  ,7.5
13241  ,0.000e+000  ,-32.5  ,30  ,5
13242  ,0.000e+000  ,-30  ,30  ,7.5
